Account_Length,Vmail_Message,CustServ_Calls,Churn,Intl_Plan,Vmail_Plan,Total_mins,Total_calls,Total_charges
104,0,2,no,no,no,568.0,292,280.67
129,0,2,no,no,no,606.2,292,290.9600000000001
205,0,2,no,no,no,398.9,275,220.69
93,32,0,no,no,yes,488.0,338,176.04
123,0,3,no,no,no,576.9,287,376.8
99,0,1,no,no,no,684.1,311,334.71
61,33,3,no,no,yes,683.9999999999999,274,276.8
71,0,1,no,no,no,571.3000000000002,272,239.66
4,0,0,no,yes,no,664.1,268,268.29
148,25,3,no,no,yes,693.8,303,288.25
141,0,1,no,no,no,708.6999999999997,329,367.16
56,0,0,no,no,no,661.6,267,368.05000000000007
160,0,3,no,no,no,574.0,257,187.02
43,35,3,no,no,yes,663.4,294,274.45
42,0,2,no,no,no,508.2,270,156.95
135,0,1,no,yes,no,478.0,310,263.40000000000003
106,0,3,no,no,no,534.3,253,187.65
106,0,0,no,no,no,610.5,305,253.76
83,30,3,no,no,yes,715.0,317,259.13000000000005
110,0,1,no,no,no,518.3,331,217.35
153,0,1,no,no,no,800.8,231,437.08
109,35,5,no,no,yes,776.6,321,346.48
31,0,1,no,no,no,579.0,257,258.42
124,0,4,yes,no,no,596.0999999999998,324,270.02000000000004
110,0,2,yes,no,no,757.8,357,319.59
124,0,0,no,no,no,633.9,333,316.58
82,0,6,yes,no,no,495.69999999999993,255,237.98
122,0,1,no,no,no,511.5,280,296.65
137,0,1,no,no,no,555.6999999999998,360,242.38
69,0,1,no,no,no,579.7,329,250.52
46,34,1,no,no,yes,707.9000000000003,332,219.37
103,0,1,no,no,no,548.7,287,235.93
16,0,2,no,no,no,549.4000000000002,304,282.77
119,0,3,no,no,no,446.4,274,231.27
124,0,3,yes,yes,no,539.7,269,223.09
122,37,1,no,no,yes,687.4,315,266.43
139,0,4,no,no,no,675.3999999999999,307,218.18
67,0,2,no,no,no,563.2,299,286.51
84,0,1,no,no,no,454.19999999999993,282,142.22
101,17,0,no,no,yes,592.6,256,257.62
40,0,0,no,no,no,638.1,339,330.68
61,0,2,no,no,no,566.0,329,270.82
120,0,1,yes,yes,no,554.3,261,247.94
95,0,1,no,no,no,578.1000000000001,314,167.23000000000005
98,0,0,no,no,no,632.5,282,276.49
114,0,2,no,no,no,520.6,302,248.5
68,29,1,yes,yes,yes,584.6,303,264.66
149,20,2,no,no,yes,695.6999999999997,317,276.09000000000003
22,0,0,no,no,no,666.1,308,304.72
176,0,0,no,no,no,347.7,338,99.92
152,0,2,no,no,no,615.0,313,263.76
118,0,0,no,no,no,571.1999999999998,229,217.3
101,0,1,no,yes,no,574.8000000000002,225,263.98
102,0,2,yes,no,no,701.1,303,280.79
118,0,2,no,no,no,732.0,327,341.87
105,0,2,yes,no,no,838.4,332,353.95
153,0,1,yes,no,no,621.8000000000002,321,237.92
71,0,0,no,no,no,425.70000000000016,348,153.42
71,31,1,no,no,yes,585.8000000000002,274,292.3400000000001
68,0,2,no,no,no,593.3,319,226.96
66,0,3,no,no,no,404.0,269,220.43
101,0,3,no,no,no,634.7,374,250.34000000000003
116,0,0,no,no,no,515.5,253,264.16
54,33,0,no,no,yes,602.4000000000002,211,215.25
112,29,1,no,no,yes,738.4,310,359.72
122,45,1,no,no,yes,512.7,293,254.1
74,0,3,no,no,no,633.7,305,236.65
90,0,1,no,no,no,585.2,277,236.16000000000003
112,0,4,yes,no,no,538.9,342,269.07
85,0,4,no,no,no,561.8000000000002,310,256.89
100,0,1,no,no,no,682.9000000000002,273,338.75
114,0,2,no,no,no,566.4,311,271.33000000000004
83,0,0,no,no,no,647.3,316,294.69
157,0,0,no,yes,no,610.1,314,286.96
51,0,2,no,no,no,519.9,333,268.93
42,0,1,yes,no,no,688.9999999999999,239,226.69
101,36,1,yes,no,yes,585.5999999999998,362,331.2
112,0,3,no,no,no,523.6,324,199.04
56,0,2,no,no,no,597.0999999999998,304,246.71
53,0,9,yes,no,no,598.6999999999998,366,290.3
64,22,1,no,no,yes,569.8000000000002,236,288.34
123,0,0,no,no,no,402.2,360,101.16
68,30,2,no,no,yes,565.5,330,251.81
40,0,0,no,yes,no,705.6999999999997,303,284.23
132,0,0,no,no,no,720.9999999999999,266,313.26
120,0,2,yes,yes,no,569.6999999999998,292,235.93
108,32,6,yes,no,yes,517.9,323,245.64
161,0,1,yes,no,no,785.4,346,324.6
130,0,0,yes,no,no,583.3000000000002,348,232.92
122,0,0,no,no,no,670.7,309,290.71
130,19,2,no,no,yes,582.2,306,261.57000000000005
90,0,1,no,no,no,644.1,351,296.5
139,25,0,no,no,yes,390.9,266,203.67
57,0,3,no,no,no,597.3000000000002,349,281.96
128,0,4,no,no,no,706.5999999999997,272,365.92
127,0,2,no,yes,no,598.6,292,296.6
107,0,1,yes,no,no,649.0,241,224.84
177,0,1,no,no,no,521.6,271,233.6
121,0,1,no,no,no,449.9,281,167.21
99,39,0,no,yes,yes,602.9,304,230.72
126,0,1,yes,yes,no,716.3,293,259.53
77,33,5,yes,no,yes,475.4,327,156.1
21,0,2,no,no,no,475.0,352,215.42
56,0,1,no,no,no,552.2,236,211.41
92,29,1,yes,no,yes,541.3,364,189.01
81,0,2,no,no,no,624.4000000000002,315,241.58
139,31,1,yes,yes,yes,631.1999999999998,272,278.88
68,0,1,no,no,no,610.8000000000002,288,279.64
183,8,2,no,no,yes,560.8000000000002,351,229.82
90,0,0,no,no,no,445.6,355,149.07
165,0,1,no,no,no,617.3,268,236.32
89,0,1,yes,no,no,661.8,320,241.76
59,0,0,no,no,no,712.5999999999997,265,372.01
16,0,0,no,yes,no,454.2,246,232.02
114,0,5,yes,no,no,593.0,339,329.45
113,0,2,no,no,no,600.0,341,234.75000000000003
120,0,2,no,no,no,440.9,284,188.37
115,0,0,no,no,no,636.9,288,325.7800000000001
37,0,2,yes,no,no,717.5,300,281.84
100,0,2,yes,yes,no,505.80000000000007,293,206.95
132,0,4,yes,no,no,519.9000000000002,282,233.23
38,36,2,no,no,yes,481.5,266,230.86
1,0,0,no,no,no,436.9,273,118.62
97,15,1,no,no,yes,477.69999999999993,339,202.89
55,28,2,no,no,yes,498.8,288,232.94
75,0,1,no,no,no,615.6,356,307.61
83,0,2,no,no,no,600.1,278,286.16
40,0,6,yes,no,no,515.1999999999998,298,256.35
101,21,2,no,no,yes,690.6,272,304.47
120,40,0,no,no,yes,591.1,301,255.73
183,31,1,no,no,yes,571.5,267,253.65
75,0,4,yes,no,no,563.6999999999998,330,234.45
80,0,2,no,no,no,608.2,330,234.3
88,0,0,no,no,no,485.9,324,217.36
112,23,1,no,no,yes,806.1,288,280.92999999999995
63,0,1,no,no,no,612.5,341,228.27
105,31,4,yes,no,yes,688.3999999999999,332,377.71
92,0,2,no,no,no,642.5,310,257.73
177,0,1,no,no,no,557.8,324,255.99
118,0,0,no,no,no,573.1,373,236.5
111,13,1,no,no,yes,544.2,300,283.22
82,34,3,no,no,yes,677.2,316,353.42999999999995
74,0,0,no,no,no,451.1,308,229.68
121,31,5,no,no,yes,679.2000000000003,335,203.91
131,0,1,no,no,no,560.8000000000002,309,211.71
125,0,2,no,no,no,547.7,340,265.46000000000004
19,0,1,no,no,no,564.1999999999998,335,279.25
138,0,3,no,no,no,498.2,305,202.75
119,0,3,no,no,no,661.5,335,267.78000000000003
137,0,1,no,no,no,608.0,315,308.78
182,0,2,yes,no,no,667.6,336,249.72
135,0,1,no,no,no,473.3,291,119.14
134,38,1,no,no,yes,601.1,237,229.57
45,0,1,no,no,no,582.3,333,279.98
129,0,1,no,no,no,515.2,374,205.02
142,0,4,no,no,no,627.8,308,270.03000000000003
130,45,1,no,no,yes,624.5,284,281.66
163,23,1,no,no,yes,760.1999999999997,323,367.44
105,0,4,no,no,no,624.0,268,286.35
119,0,2,no,no,no,512.1,283,285.02
78,0,0,no,no,no,599.5999999999998,330,252.47
92,0,2,no,no,no,527.8,310,226.45
146,11,2,no,no,yes,596.0,265,290.13
125,32,1,no,no,yes,426.1,302,213.59
88,0,3,no,no,no,556.0999999999998,266,250.45
83,38,0,no,no,yes,512.4,265,298.11999999999995
3,0,1,no,yes,no,594.4000000000002,287,239.21
152,41,1,yes,yes,yes,650.3,306,273.61
48,0,3,no,no,no,517.3,366,248.17
189,0,3,no,no,no,604.0,331,264.79999999999995
95,23,0,no,no,yes,561.2,313,246.15
129,0,1,yes,no,no,519.0,331,197.1
66,40,0,no,no,yes,659.8,251,301.36
80,22,0,no,no,yes,532.2,300,232.81
1,0,1,no,no,no,562.6999999999998,265,284.97
84,0,1,no,no,no,562.9,278,287.2700000000001
96,0,1,no,no,no,675.1999999999998,314,270.47
123,34,1,no,no,yes,754.9000000000003,277,361.34
116,29,3,yes,yes,yes,646.0,303,255.86
105,0,3,no,yes,no,704.8,301,315.23
80,0,1,no,no,no,579.3,346,225.18
157,0,2,no,no,no,652.4000000000002,243,316.8
67,30,2,no,no,yes,650.1,309,231.19
141,39,0,no,no,yes,695.5999999999997,342,349.64
79,17,1,no,no,yes,771.8,262,337.16
76,0,0,no,no,no,480.69999999999993,280,220.64
111,0,0,no,no,no,485.1,316,234.45
94,0,0,no,no,no,551.0000000000001,348,236.86
143,0,4,yes,no,no,542.8,286,209.72
109,0,1,no,no,no,725.2,295,356.1
138,0,2,no,no,no,578.9,333,264.48999999999995
73,0,0,no,no,no,554.4000000000002,209,258.65000000000003
21,0,5,yes,no,no,550.8,246,330.38
148,21,1,no,no,yes,561.0,344,206.41
103,0,1,no,no,no,579.4000000000002,279,308.62
143,22,1,no,no,yes,495.00000000000006,348,226.55
79,32,2,no,no,yes,403.0,274,180.26
89,0,1,no,no,no,498.6,328,245.33
120,0,1,no,no,no,647.5999999999998,299,228.41
121,41,1,no,no,yes,613.9,298,213.39
101,0,0,no,no,no,588.6,270,248.59
115,0,2,no,no,no,712.0,309,314.82
168,0,2,no,no,no,665.1,309,355.02000000000015
90,0,1,no,no,no,458.0,288,188.44
70,0,3,no,no,no,594.5,314,290.86
138,0,1,no,no,no,630.2,350,243.47000000000003
43,0,0,no,no,no,541.4,322,280.5
117,20,2,no,no,yes,509.8999999999999,355,215.46
108,0,2,no,no,no,398.3,320,205.54
118,0,2,no,no,no,703.7,336,337.82
169,0,3,no,no,no,458.4,347,189.21
62,42,0,no,no,yes,563.1,262,283.56
86,0,2,no,no,no,456.3,345,212.42
44,0,0,no,no,no,585.1,300,227.12
111,0,5,yes,no,no,533.9,262,235.57
127,19,2,no,no,yes,567.7,282,315.94
151,0,0,no,yes,no,702.4999999999999,306,349.53
53,0,2,no,no,no,595.4,298,264.75
15,0,2,no,no,no,520.9,268,273.13
123,28,1,no,no,yes,599.3,319,270.73
137,0,1,no,no,no,560.3000000000002,327,247.64
106,0,2,no,no,no,553.9,351,248.75000000000003
88,0,3,no,no,no,523.2,290,264.29
106,0,1,no,no,no,703.8999999999999,303,308.85
95,0,0,no,no,no,662.0,271,262.16
57,0,0,yes,yes,no,488.7,237,287.7100000000001
184,0,2,no,no,no,572.4,289,283.91
109,0,3,no,no,no,726.3,262,392.61
127,0,2,no,no,no,582.3000000000002,359,266.19
82,0,2,no,no,no,629.3,323,245.72
180,0,1,no,no,no,518.1,338,234.92
174,0,2,no,no,no,670.8000000000002,274,286.3
92,0,2,yes,no,no,698.5,259,307.27
81,0,1,no,no,no,510.5,316,202.92
125,0,2,yes,no,no,448.0,281,199.72
119,0,0,yes,no,no,730.7,218,275.98
122,0,3,no,no,no,596.8,220,268.96000000000004
34,0,1,no,no,no,553.6,283,254.61
138,28,3,yes,yes,yes,712.4000000000003,335,251.36
90,24,1,no,no,yes,452.6,297,226.33
73,0,2,no,no,no,537.4000000000002,292,224.46
19,0,1,yes,no,no,713.8999999999999,358,252.78000000000003
120,28,1,no,no,yes,700.0,280,263.53
160,0,3,no,no,no,634.1000000000001,248,309.72
141,0,0,no,no,no,563.4000000000002,363,291.11
90,0,2,no,no,no,614.1,256,269.47
72,0,2,no,no,no,617.0,310,297.86
117,21,1,no,no,yes,563.4,314,192.71
79,0,2,no,yes,no,671.1,373,297.71
87,0,1,no,no,no,584.7,302,258.72
102,0,1,no,no,no,640.1,270,207.12
49,0,1,no,no,no,613.1999999999998,353,214.81000000000003
67,0,6,no,no,no,686.5,328,281.93
107,0,2,no,no,no,523.8000000000002,284,238.45
190,0,2,no,no,no,636.8,323,295.02
118,0,2,no,no,no,478.20000000000016,286,248.38
120,0,0,no,no,no,694.0999999999997,366,324.0499999999999
94,0,0,no,no,no,448.8,308,183.88
115,29,1,no,no,yes,625.5999999999998,279,267.38
61,0,1,no,no,no,681.3,295,278.42
143,33,1,no,no,yes,545.5,361,261.41
110,0,1,no,no,no,489.6,303,232.13
104,0,1,no,no,no,564.1,303,305.7399999999999
16,0,1,no,no,no,541.8,257,203.32
183,0,0,no,no,no,482.0,314,222.22
147,0,2,no,no,no,587.1999999999998,302,274.74
58,0,2,yes,no,no,665.5999999999998,315,180.48
102,0,3,no,yes,no,627.3,245,216.48
123,0,3,no,no,no,645.4,293,305.56
64,43,1,no,no,yes,429.1,305,199.89
103,0,2,no,no,no,655.4,214,294.2700000000001
152,0,1,yes,no,no,604.5,230,198.79
124,0,1,yes,no,no,673.4,319,247.99
97,0,1,no,no,no,514.1,384,204.3
131,0,1,yes,no,no,577.5999999999998,336,304.3
57,33,2,no,no,yes,662.3000000000002,285,291.95
157,0,2,no,no,no,602.7,267,256.8
194,0,0,no,no,no,599.3,382,285.75
66,0,1,no,no,no,580.8,314,284.1500000000001
155,0,0,no,no,no,567.5,316,231.84
123,0,4,yes,no,no,496.4,321,218.53
116,0,2,no,no,no,626.0,304,333.73
63,0,1,no,no,no,620.0,338,294.21
64,0,3,no,no,no,619.1,314,245.78000000000003
96,0,3,no,no,no,590.6999999999998,328,268.68
53,0,1,no,no,no,576.1999999999998,288,251.95
105,0,3,no,no,no,641.1,362,260.01
53,37,2,no,no,yes,610.7,319,295.58
101,0,1,no,no,no,570.9,287,242.2
129,30,3,no,no,yes,638.5999999999998,312,301.66
122,0,1,yes,no,no,748.0999999999997,382,315.55
163,0,5,no,no,no,598.0999999999998,265,266.1
93,0,0,no,no,no,545.8,321,235.7
115,0,1,yes,yes,no,778.0,302,306.47
25,0,1,yes,no,no,720.5999999999997,230,244.77
73,0,1,no,no,no,490.3,339,268.36
120,0,2,no,no,no,693.0999999999997,279,298.7999999999999
196,0,1,no,no,no,571.5,304,274.53
97,0,0,yes,no,no,747.2,324,308.73
148,0,1,no,no,no,704.7,328,377.95
85,30,1,no,no,yes,590.5,317,219.39
86,0,2,yes,yes,no,469.69999999999993,353,179.59
78,13,2,no,no,yes,709.9999999999999,328,319.87
106,0,3,no,no,no,495.6,250,160.68999999999997
147,38,2,no,no,yes,814.2,334,364.09
145,0,1,yes,no,no,738.0999999999997,334,260.36
91,0,3,no,no,no,528.2,299,148.92999999999995
81,46,4,no,no,yes,668.4000000000002,327,285.96
116,24,1,no,no,yes,740.0,272,415.2
69,37,1,no,no,yes,447.0,324,190.21
135,0,0,no,no,no,528.7,282,212.6
73,0,2,no,no,no,692.1999999999997,291,323.6
48,0,1,no,no,no,517.0,351,189.41
125,0,0,yes,yes,no,688.4,306,189.14
100,0,1,no,no,no,547.3000000000002,296,191.57
165,33,0,no,no,yes,608.5,369,321.06
64,0,2,no,no,no,544.4000000000002,292,234.94
116,27,1,no,yes,yes,687.8000000000003,323,357.67
147,35,3,yes,yes,yes,585.2,254,283.12
115,0,1,no,no,no,690.7,341,363.48
84,35,4,no,no,yes,580.5,377,226.3
86,16,4,no,no,yes,618.0,335,312.17
134,0,2,no,no,no,592.8,312,260.26
105,0,0,yes,no,no,624.6,292,270.27
88,0,2,no,no,no,593.1,337,312.35
90,27,2,no,no,yes,529.0,286,178.88000000000005
86,0,1,no,no,no,706.4,278,312.49
37,0,4,no,no,no,550.3,337,180.1
141,32,1,yes,no,yes,821.8,313,299.62
148,0,2,no,no,no,651.0,337,286.69
163,22,2,no,no,yes,512.6,304,204.51
89,35,1,no,no,yes,510.3,285,182.69
63,0,0,no,no,no,653.6,300,296.06
102,0,2,no,no,no,562.3000000000002,290,295.41
76,0,1,no,no,no,603.9,292,231.24
104,0,2,no,no,no,561.5,250,292.99
109,0,3,no,no,no,656.8,280,270.14
105,0,2,no,no,no,639.9,324,299.1
63,33,1,no,no,yes,773.0,259,337.05
105,24,3,no,no,yes,778.5999999999997,329,379.15
68,39,1,no,yes,yes,696.9,306,363.32
63,21,1,no,yes,yes,519.7,306,260.89
74,0,3,no,no,no,428.70000000000016,327,202.90000000000003
76,0,0,no,no,no,602.6999999999998,266,249.43
91,0,2,yes,yes,no,598.1,316,225.32
101,0,5,no,no,no,583.9000000000002,365,218.71000000000004
116,0,0,yes,no,no,790.5999999999997,313,318.22
131,23,1,no,no,yes,714.7,339,360.34
84,0,1,no,no,no,641.2,328,283.78
104,0,2,no,no,no,523.3000000000002,260,214.9
108,0,3,no,no,no,712.2,280,323.6
111,0,0,no,no,no,615.8,340,325.15
155,30,1,no,no,yes,555.0,314,271.57000000000005
66,0,1,no,no,no,672.8999999999999,283,327.35
64,0,1,no,no,no,557.6,262,222.82
69,0,2,no,no,no,664.3,321,240.32
116,0,3,no,no,no,653.6,254,230.45
101,0,0,no,no,no,564.5,315,176.9
15,0,2,no,no,no,588.3000000000002,254,288.98
88,0,4,yes,no,no,705.5,328,215.66000000000003
197,0,0,no,no,no,645.2,319,252.07
50,0,2,yes,yes,no,583.2,278,215.32
172,0,2,no,no,no,760.6,296,460.63
188,26,1,yes,yes,yes,578.3,303,259.28
85,0,3,no,yes,no,560.1999999999998,325,255.39
103,0,1,yes,yes,no,717.8000000000003,352,381.55
136,27,3,no,no,yes,564.4,345,205.66
155,21,0,no,no,yes,506.6,290,145.97
145,0,2,no,no,no,520.6,306,251.97
116,12,2,no,no,yes,560.0,312,239.9
152,0,2,no,no,no,563.8,282,279.56
65,0,0,yes,yes,no,699.8,316,331.42
180,0,3,yes,no,no,697.7,284,287.11
67,0,0,no,no,no,527.6999999999998,388,237.37000000000003
60,0,0,no,no,no,628.6000000000001,345,352.09000000000015
138,0,0,no,no,no,684.1,261,278.52
44,0,4,yes,no,no,665.4,302,274.89
25,0,2,no,no,no,685.6999999999998,274,292.49
145,0,1,no,no,no,621.8,297,313.75
122,28,2,no,no,yes,577.7,237,227.93
121,0,0,yes,no,no,567.5,298,263.46
55,0,0,no,yes,no,338.9,272,132.76
77,0,1,no,no,no,611.2,285,275.04
12,0,2,no,no,no,609.0,290,245.78
64,0,3,no,no,no,516.2,288,181.76
92,44,2,no,no,yes,599.3,290,221.62
125,29,1,yes,yes,yes,713.2,316,346.77
160,0,1,no,no,no,653.8,369,225.56
79,0,0,no,no,no,584.1000000000001,317,282.3300000000001
36,0,3,no,no,no,698.5999999999997,318,329.98
102,0,2,no,no,no,621.1,350,311.3300000000001
138,0,1,no,yes,no,647.9,296,265.79
164,0,3,no,no,no,581.8,292,194.43
125,0,0,yes,no,no,707.3,244,262.07
72,0,2,no,no,no,507.70000000000016,311,221.73
74,0,3,yes,no,no,807.8,311,346.28
134,41,0,no,no,yes,658.6999999999998,276,225.65
145,0,1,no,no,no,689.1,281,293.36
136,0,0,no,no,no,463.5,314,180.45
209,0,3,yes,no,no,712.2,308,293.08
66,0,3,no,yes,no,655.0,282,329.06
152,20,1,no,no,yes,489.8,340,225.2
162,0,1,no,no,no,408.20000000000016,367,236.0
72,0,2,no,no,no,514.9000000000002,329,276.25
101,0,4,no,no,no,655.1000000000001,295,227.12
125,0,0,no,no,no,553.2,318,197.44
46,0,2,no,no,no,366.9,279,175.58
132,0,1,yes,no,no,725.9999999999999,326,272.14
193,31,0,no,no,yes,363.1,274,188.36
63,0,0,yes,no,no,723.6,302,280.5
124,0,1,no,no,no,645.1,361,247.95
144,0,0,no,no,no,629.0,298,286.4
116,24,2,no,no,yes,560.3,320,224.56
189,30,1,no,no,yes,536.1999999999998,280,224.91
97,28,1,no,no,yes,787.4,277,392.42
137,50,2,no,no,yes,592.2,304,275.41
142,38,0,no,no,yes,552.6999999999998,351,300.79
84,0,1,no,no,no,613.8,336,277.18
119,19,1,no,no,yes,627.2,339,287.55
158,0,1,no,no,no,597.5,283,359.44999999999993
50,0,1,no,no,no,599.1,338,237.93000000000004
98,0,2,no,no,no,461.3,288,205.11
101,24,2,no,no,yes,464.9,280,220.87
182,0,2,yes,no,no,686.6,347,292.6500000000001
51,0,0,no,no,no,517.8,270,249.75
117,0,2,no,no,no,511.0,346,206.24
92,0,0,no,yes,no,591.4000000000002,340,248.13
86,0,2,no,no,no,605.9000000000002,320,224.98
122,0,2,no,no,no,563.8000000000002,322,263.1
156,27,1,no,no,yes,651.2,372,308.87
127,0,0,yes,no,no,719.4,317,317.93
130,0,5,yes,yes,no,723.5,317,204.62
158,0,2,no,no,no,664.3,287,297.01
145,30,1,no,yes,yes,573.3000000000002,311,289.94
90,26,0,yes,yes,yes,584.4,287,271.27
127,27,3,no,no,yes,508.5,376,278.13
109,0,1,no,no,no,648.6999999999998,366,305.8900000000001
88,0,1,no,no,no,483.9,280,195.27
101,9,0,no,no,yes,520.0,311,193.35
171,0,0,no,no,no,630.9,292,318.48
21,0,1,no,no,no,666.8,369,284.05
145,31,2,no,no,yes,686.5,327,304.0
90,0,2,no,no,no,716.4000000000003,311,312.82000000000005
33,0,1,no,no,no,464.4,326,152.66
61,40,2,yes,no,yes,469.9,295,217.88
107,0,3,no,no,no,535.3,321,214.17
147,0,0,yes,no,no,795.6000000000001,258,364.31000000000006
117,0,2,no,no,no,525.4000000000002,252,229.78000000000003
95,0,1,no,no,no,617.9000000000002,337,239.22000000000003
186,0,1,no,no,no,480.6,306,194.72
128,0,0,no,no,no,648.6999999999998,278,255.2
55,39,3,no,no,yes,572.2,323,298.62
134,0,2,no,no,no,378.6,268,214.27
96,23,1,no,no,yes,692.0,292,412.67
107,0,0,no,no,no,629.3,268,216.38
123,0,2,no,no,no,356.3,295,92.59
35,0,2,no,no,no,753.6999999999997,250,354.35
74,0,0,no,no,no,667.0,376,301.81
130,0,1,no,no,no,437.8,366,185.49
137,0,0,yes,yes,no,691.6,272,334.43999999999994
88,0,1,no,no,no,599.3,338,279.81
80,0,3,no,no,no,394.4,272,202.29
116,19,3,no,no,yes,542.0,340,245.81
123,23,2,no,no,yes,764.6,304,318.68999999999994
120,0,1,no,no,no,506.6,327,249.29
146,0,1,no,yes,no,650.7,309,273.78
106,9,3,no,no,yes,501.4,299,128.37
121,44,1,no,no,yes,524.9000000000002,305,293.63
137,0,1,no,no,no,550.8000000000002,254,304.7
84,30,2,no,no,yes,526.5,237,235.92
67,31,1,no,no,yes,607.4000000000002,246,279.96000000000004
161,0,4,yes,no,no,511.3,301,223.68
134,34,2,yes,no,yes,665.1,319,257.52
62,32,0,yes,yes,yes,660.5,365,261.66
120,24,1,no,no,yes,637.8,293,234.97000000000003
130,30,0,no,no,yes,599.6999999999998,368,219.56
20,0,2,no,no,no,725.6,251,342.0100000000001
68,0,1,no,no,no,579.0,328,254.79
112,0,0,no,no,no,608.1,356,241.98
77,0,3,no,no,no,691.5,278,347.67
109,0,2,no,no,no,665.5,246,330.87
108,0,3,no,no,no,620.8,303,299.91
79,17,1,no,no,yes,632.6,323,273.15
119,0,3,yes,no,no,724.4,262,305.58
38,0,5,yes,no,no,534.6,318,194.46
109,29,6,yes,no,yes,608.4,322,278.54
78,0,1,no,no,no,514.6,285,246.45
134,0,0,no,no,no,698.2,345,273.43
47,27,2,no,no,yes,584.4000000000002,306,338.15
59,27,0,no,no,yes,404.0,285,204.49
151,0,0,no,no,no,717.6,294,294.2
129,0,1,no,no,no,498.5,375,218.62
107,27,2,no,no,yes,763.1999999999997,326,323.28
137,0,0,yes,yes,no,688.6,332,248.74
76,0,1,no,no,no,506.4,295,239.56
24,0,0,no,no,no,553.1,399,248.01
169,0,2,no,no,no,515.0999999999998,263,183.7
30,0,1,no,no,no,490.7,273,285.49
70,0,3,no,no,no,572.1,308,276.86
52,0,0,yes,yes,no,651.0,253,263.06000000000006
3,0,4,no,no,no,682.0,297,345.67
38,0,2,no,no,no,543.8,319,254.12
104,0,3,no,no,no,584.5,282,244.68
27,0,1,no,no,no,519.9,330,268.12999999999994
166,28,1,no,yes,yes,569.3,279,188.81000000000003
13,0,2,no,no,no,704.5000000000001,299,330.06
52,0,2,no,no,no,515.4,300,193.37
114,25,1,no,no,yes,607.7,302,234.78
156,0,1,no,no,no,522.8,307,265.16
90,42,0,no,no,yes,682.1,252,282.29
62,0,2,no,no,no,484.7,328,232.69
82,33,2,no,no,yes,652.4000000000002,299,326.5800000000001
52,0,3,no,no,no,542.5999999999998,274,307.35
146,0,1,no,no,no,558.3000000000002,255,268.93
120,23,2,no,no,yes,734.3000000000003,320,323.08
130,0,1,yes,no,no,663.8,321,269.71
90,0,1,no,no,no,410.19999999999993,274,179.56
147,0,1,no,yes,no,469.6,314,163.98
159,0,0,yes,no,no,461.60000000000014,256,189.86
74,27,4,no,no,yes,639.3,360,335.51
130,0,0,no,no,no,637.1,275,277.46
155,0,0,no,yes,no,562.4,316,156.28
87,0,2,no,no,no,535.4,269,193.6
81,0,0,yes,no,no,761.8000000000003,213,274.87
99,0,2,no,no,no,501.6,347,194.14
131,0,2,no,no,no,601.2,347,263.45
89,0,5,yes,no,no,568.4999999999999,243,267.51
123,0,4,yes,yes,no,512.6,337,297.24
130,26,1,no,no,yes,698.1,352,279.37
99,0,1,no,no,no,450.9,261,213.48
36,0,1,no,no,no,645.6,362,305.55
87,0,3,no,no,no,561.5,310,305.73
139,0,2,no,no,no,575.5000000000001,378,204.99
189,0,1,no,no,no,505.50000000000006,273,189.2
96,33,3,no,no,yes,572.5,301,236.47000000000003
112,0,2,no,no,no,505.3,303,225.77
75,0,1,no,no,no,668.7,288,290.0800000000001
178,35,2,no,no,yes,514.5999999999998,250,193.75
112,0,2,yes,no,no,801.0,293,387.27
108,41,0,no,no,yes,501.9,298,235.31
100,0,0,no,no,no,468.70000000000016,314,193.51
121,20,0,no,no,yes,674.9,339,306.07
116,0,1,no,no,no,479.6,289,249.72
161,0,1,no,no,no,540.1,247,198.62
19,0,0,no,yes,no,631.5,318,249.63
104,0,1,no,no,no,670.9000000000002,318,339.31000000000006
119,32,0,no,yes,yes,625.7,289,292.0
125,0,0,no,no,no,575.6,296,260.46000000000004
156,0,1,no,no,no,612.6,368,251.98
109,0,2,no,no,no,546.1,335,234.73
95,0,2,no,no,no,516.4000000000002,307,239.54
90,0,1,no,no,no,547.4,319,322.72
105,21,2,no,no,yes,620.4000000000002,251,323.54
101,0,1,no,no,no,697.9,327,347.27
95,0,1,no,no,no,619.0,334,259.76
123,0,0,no,no,no,577.9,303,285.31
160,0,1,no,no,no,658.3000000000002,313,294.88
141,28,1,no,no,yes,716.0999999999997,357,235.2
87,0,0,no,no,no,322.9,380,212.98
81,0,2,no,no,no,661.3999999999999,264,303.72
75,19,4,no,no,yes,680.9,282,285.25
126,24,0,no,no,yes,535.4,294,205.3
28,0,3,no,no,no,693.8,307,349.89
153,0,0,no,no,no,605.2,349,268.19
97,32,2,yes,no,yes,560.1,313,234.64
115,0,2,no,no,no,461.7,310,243.57
95,0,1,no,no,no,639.5,259,304.12
17,0,0,yes,yes,no,738.6999999999997,306,398.54
105,20,1,no,no,yes,786.8000000000003,311,405.72
121,0,2,no,no,no,503.0,301,193.84
125,0,2,no,no,no,625.8,291,252.66000000000003
124,0,2,no,no,no,433.6,300,198.08
35,0,2,no,no,no,525.6999999999998,248,280.04
134,0,0,yes,no,no,781.5,318,330.79
123,32,3,no,no,yes,679.1,242,277.34
124,0,3,no,no,no,709.6,295,356.25
133,0,2,no,no,no,567.6,280,253.42
