model,year,price,transmission,mileage,fuelType,mpg,engineSize
 Octavia,2018,13498,Manual,17858,Diesel,67.3,1.6
 Fabia,2018,7318,Manual,20236,Petrol,64.2,1.0
 Scala,2019,15985,Semi-Auto,95,Petrol,47.1,1.0
 Octavia,2016,13591,Manual,50466,Diesel,62.8,2.0
 Citigo,2015,6295,Manual,17384,Petrol,68.9,1.0
 Citigo,2019,7985,Manual,14970,Petrol,67.3,1.0
 Superb,2020,34232,Semi-Auto,15,Hybrid,201.8,1.4
 Fabia,2018,11995,Manual,10772,Petrol,60.1,1.0
 Octavia,2019,13995,Manual,10884,Diesel,68.9,1.6
 Octavia,2019,14495,Semi-Auto,11754,Diesel,72.4,1.6
 Superb,2016,14595,Manual,13000,Diesel,68.9,2.0
 Octavia,2017,12995,Manual,23389,Diesel,65.7,2.0
 Superb,2017,16498,Manual,21409,Diesel,58.9,2.0
 Octavia,2019,13998,Semi-Auto,15640,Petrol,61.4,1.0
 Octavia,2019,13498,Semi-Auto,14245,Diesel,72.4,1.6
 Octavia,2019,14998,Semi-Auto,15425,Diesel,70.6,1.6
 Octavia,2019,13498,Manual,14292,Petrol,60.1,1.0
 Octavia,2018,12998,Manual,18822,Diesel,68.9,1.6
 Fabia,2018,9298,Manual,9861,Petrol,57.7,1.0
 Superb,2017,11998,Manual,47058,Diesel,76.4,1.6
 Fabia,2019,12998,Manual,7770,Petrol,60.1,1.0
 Fabia,2019,10395,Manual,3000,Petrol,57.7,1.0
 Fabia,2019,11995,Manual,1500,Petrol,51.4,1.0
 Superb,2019,29695,Automatic,5000,Petrol,38.2,2.0
 Fabia,2018,9524,Manual,32013,Petrol,64.2,1.0
 Fabia,2018,9298,Manual,9967,Petrol,57.7,1.0
 Octavia,2018,13798,Manual,17937,Diesel,67.3,1.6
 Octavia,2016,14995,Semi-Auto,30000,Diesel,62.8,2.0
 Octavia,2015,7495,Manual,48000,Petrol,57.7,1.2
 Fabia,2017,8995,Manual,8000,Petrol,60.1,1.2
 Superb,2019,16695,Manual,11925,Petrol,40.9,1.5
 Octavia,2019,12595,Manual,11613,Petrol,60.1,1.0
 Fabia,2019,10395,Manual,3000,Petrol,57.7,1.0
 Octavia,2014,8395,Manual,29450,Petrol,53.3,1.4
 Fabia,2020,13650,Manual,950,Petrol,50.4,1.0
 Fabia,2020,12985,Manual,495,Petrol,51.4,1.0
 Kodiaq,2020,26419,Automatic,335,Diesel,45.6,2.0
 Superb,2019,26495,Automatic,100,Petrol,38.2,2.0
 Kodiaq,2019,28995,Automatic,500,Diesel,44.8,2.0
 Octavia,2019,18495,Automatic,1800,Petrol,44.8,1.5
 Scala,2019,20995,Automatic,10000,Diesel,54.3,1.6
 Fabia,2019,13295,Manual,4700,Petrol,60.1,1.0
 Fabia,2017,9295,Manual,4531,Petrol,64.2,1.0
 Scala,2019,14995,Manual,5000,Petrol,49.6,1.0
 Octavia,2018,13498,Manual,17228,Diesel,65.7,2.0
 Octavia,2016,12498,Manual,18600,Diesel,68.9,2.0
 Superb,2019,17998,Manual,23008,Diesel,65.7,2.0
 Superb,2019,20998,Semi-Auto,3562,Diesel,47.9,1.6
 Octavia,2019,14498,Manual,13141,Diesel,68.9,1.6
 Octavia,2018,12998,Manual,22930,Diesel,68.9,1.6
 Octavia,2018,13998,Manual,13891,Diesel,67.3,1.6
 Octavia,2019,13498,Semi-Auto,14113,Petrol,61.4,1.0
 Octavia,2014,7498,Manual,46152,Diesel,67.3,1.6
 Fabia,2016,8698,Manual,17452,Petrol,60.1,1.2
 Yeti Outdoor,2014,10750,Manual,25000,Diesel,48.7,2.0
 Fabia,2017,9708,Semi-Auto,26176,Petrol,60.1,1.2
 Kamiq,2020,19885,Semi-Auto,1575,Petrol,43.5,1.5
 Octavia,2020,20880,Semi-Auto,895,Petrol,45.6,1.5
 Fabia,2020,14731,Manual,785,Petrol,52.3,1.0
 Fabia,2020,13430,Manual,985,Petrol,50.4,1.0
 Octavia,2017,12985,Semi-Auto,25763,Petrol,57.7,1.4
 Octavia,2019,19875,Manual,29,Petrol,36.7,2.0
 Octavia,2016,12498,Semi-Auto,8349,Petrol,58.9,1.4
 Kodiaq,2018,25500,Automatic,26360,Diesel,49.6,2.0
 Kodiaq,2017,21000,Manual,21465,Diesel,51.4,2.0
 Octavia,2016,11998,Semi-Auto,13756,Petrol,61.4,1.0
 Octavia,2019,12498,Manual,24117,Diesel,68.9,1.6
 Fabia,2017,7499,Manual,28500,Petrol,60.1,1.2
 Kodiaq,2019,28999,Automatic,9587,Diesel,37.2,2.0
 Fabia,2017,9499,Manual,14898,Petrol,64.2,1.0
 Fabia,2017,7599,Manual,20710,Petrol,57.7,1.0
 Superb,2016,11998,Manual,18880,Petrol,57.7,1.4
 Superb,2018,18798,Semi-Auto,6241,Petrol,36.7,1.5
 Fabia,2017,9857,Automatic,14863,Petrol,61.4,1.0
 Superb,2018,17800,Semi-Auto,13510,Diesel,65.7,1.6
 Citigo,2017,6991,Automatic,17000,Petrol,65.7,1.0
 Fabia,2017,8650,Manual,20378,Petrol,64.2,1.0
 Superb,2019,18798,Semi-Auto,14757,Diesel,62.8,2.0
 Superb,2016,13998,Semi-Auto,59183,Diesel,61.4,2.0
 Yeti Outdoor,2015,10281,Manual,61120,Diesel,55.4,2.0
 Citigo,2016,5991,Manual,23643,Petrol,64.2,1.0
 Fabia,2015,5700,Manual,56746,Petrol,58.8,1.2
 Yeti Outdoor,2014,8998,Manual,35199,Diesel,55.4,2.0
 Fabia,2016,8398,Manual,40239,Petrol,60.1,1.2
 Kodiaq,2017,16898,Manual,40221,Diesel,52.3,2.0
 Fabia,2016,8298,Manual,53342,Petrol,58.9,1.2
 Fabia,2018,7490,Manual,12458,Petrol,57.7,1.0
 Octavia,2017,11910,Manual,21709,Diesel,65.7,2.0
 Superb,2017,17998,Semi-Auto,12338,Petrol,43.5,2.0
 Fabia,2018,9298,Manual,10929,Petrol,57.7,1.0
 Citigo,2016,6500,Manual,32476,Petrol,62.8,1.0
 Yeti Outdoor,2015,8995,Manual,42531,Diesel,48.7,2.0
 Citigo,2014,4498,Manual,61399,Petrol,62.8,1.0
 Citigo,2018,7498,Manual,11726,Petrol,64.2,1.0
 Karoq,2019,26112,Automatic,9294,Diesel,42.8,2.0
 Fabia,2017,8291,Manual,30713,Petrol,60.1,1.2
 Fabia,2018,9298,Manual,6528,Petrol,57.7,1.0
 Octavia,2018,12498,Manual,18768,Diesel,68.9,1.6
 Octavia,2018,12498,Manual,21300,Diesel,68.9,1.6
 Octavia,2016,9998,Manual,24615,Petrol,57.7,1.2
 Karoq,2019,23991,Manual,2342,Diesel,42.8,2.0
 Octavia,2017,10250,Manual,27485,Petrol,58.9,1.0
 Karoq,2019,24396,Manual,4599,Diesel,42.8,2.0
 Fabia,2016,6498,Manual,16902,Petrol,60.1,1.0
 Fabia,2015,6298,Manual,46992,Petrol,58.8,1.0
 Fabia,2018,9298,Manual,11572,Petrol,57.7,1.0
 Fabia,2019,12998,Manual,5255,Petrol,60.1,1.0
 Superb,2017,12698,Manual,39160,Diesel,68.9,1.6
 Yeti Outdoor,2017,13298,Semi-Auto,20399,Petrol,51.4,1.2
 Kodiaq,2017,19640,Manual,29340,Diesel,51.4,2.0
 Yeti Outdoor,2017,11795,Manual,23773,Diesel,62.8,2.0
 Fabia,2019,12798,Manual,4727,Petrol,61.4,1.0
 Fabia,2018,10998,Manual,12752,Petrol,64.2,1.0
 Rapid,2018,8950,Manual,17200,Petrol,62.8,1.0
 Citigo,2013,3995,Manual,43000,Petrol,62.8,1.0
 Superb,2017,18950,Semi-Auto,28800,Diesel,60.1,2.0
 Yeti Outdoor,2017,11291,Manual,22379,Diesel,62.8,2.0
 Octavia,2018,13150,Manual,19351,Diesel,67.3,1.6
 Superb,2019,17891,Automatic,2453,Petrol,36.7,1.5
 Superb,2019,22491,Automatic,15,Diesel,62.8,2.0
 Superb,2019,23491,Automatic,4595,Diesel,54.3,2.0
 Fabia,2017,10491,Manual,33988,Petrol,58.9,1.2
 Fabia,2017,9650,Manual,24674,Petrol,64.2,1.0
 Kodiaq,2018,23991,Automatic,37809,Diesel,49.6,2.0
 Octavia,2019,13798,Manual,35965,Diesel,67.3,1.6
 Octavia,2019,13998,Manual,32305,Diesel,67.3,1.6
 Fabia,2019,9498,Manual,9151,Petrol,57.7,1.0
 Fabia,2019,12498,Manual,4493,Petrol,60.1,1.0
 Fabia,2019,12650,Manual,6440,Petrol,50.4,1.0
 Citigo,2017,6791,Manual,25616,Petrol,64.2,1.0
 Citigo,2017,6791,Manual,12922,Petrol,64.2,1.0
 Citigo,2017,6791,Manual,36288,Petrol,64.2,1.0
 Yeti,2015,10000,Manual,38900,Diesel,48.7,2.0
 Octavia,2018,11898,Manual,39685,Diesel,68.9,1.6
 Fabia,2018,8498,Manual,27450,Petrol,57.7,1.0
 Octavia,2018,11998,Manual,29156,Diesel,68.9,1.6
 Scala,2019,16491,Manual,4477,Petrol,49.6,1.0
 Octavia,2019,17991,Automatic,2333,Diesel,54.3,2.0
 Fabia,2019,11250,Manual,3684,Petrol,51.4,1.0
 Kodiaq,2019,26991,Automatic,3269,Petrol,36.7,1.5
 Fabia,2019,13298,Manual,10,Petrol,52.3,1.0
 Superb,2019,20698,Semi-Auto,50,Petrol,36.7,1.5
 Superb,2019,17998,Manual,12324,Diesel,65.7,2.0
 Yeti,2014,5998,Manual,69815,Diesel,61.4,1.6
 Karoq,2019,18685,Manual,2186,Diesel,50.4,2.0
 Octavia,2019,15671,Manual,1351,Petrol,52.3,1.5
 Scala,2019,16491,Manual,4380,Petrol,49.6,1.0
 Yeti Outdoor,2017,12991,Manual,45533,Petrol,51.4,1.2
 Fabia,2017,8291,Manual,30101,Petrol,60.1,1.2
 Kodiaq,2017,17750,Manual,29646,Petrol,40.9,1.4
 Kodiaq,2017,22491,Automatic,30242,Petrol,38.2,2.0
 Fabia,2016,7991,Manual,34212,Diesel,78.5,1.4
 Fabia,2017,10350,Manual,13889,Petrol,64.2,1.0
 Fabia,2018,10991,Manual,16655,Petrol,60.1,1.0
 Superb,2019,19991,Automatic,3566,Petrol,41.5,1.5
 Fabia,2019,12991,Manual,3359,Petrol,50.4,1.0
 Kamiq,2019,17150,Manual,1000,Petrol,47.9,1.0
 Octavia,2019,23416,Semi-Auto,4718,Petrol,38.2,2.0
 Octavia,2017,13491,Manual,13999,Petrol,56.5,1.5
 Fabia,2017,8359,Manual,52235,Diesel,70.6,1.4
 Scala,2019,20495,Semi-Auto,20,Petrol,47.1,1.0
 Kodiaq,2019,28998,Automatic,8102,Diesel,37.2,2.0
 Kodiaq,2019,32498,Automatic,9072,Diesel,35.3,2.0
 Fabia,2017,6498,Manual,5582,Petrol,60.1,1.0
 Superb,2017,14698,Manual,19532,Diesel,67.3,1.6
 Yeti Outdoor,2017,15498,Semi-Auto,12843,Petrol,51.4,1.2
 Yeti,2016,10350,Manual,29426,Petrol,51.4,1.2
 Citigo,2017,5275,Manual,44719,Petrol,64.2,1.0
 Octavia,2017,9350,Manual,25037,Petrol,62.8,1.0
 Karoq,2019,17985,Manual,5713,Diesel,47.1,2.0
 Fabia,2019,12455,Manual,3602,Petrol,50.4,1.0
 Fabia,2019,11685,Manual,2428,Petrol,61.4,1.0
 Kamiq,2019,16985,Manual,997,Petrol,47.9,1.0
 Fabia,2019,12685,Manual,5300,Petrol,60.1,1.0
 Octavia,2017,12985,Semi-Auto,13351,Petrol,58.9,1.0
 Kodiaq,2017,18545,Automatic,13932,Petrol,44.8,1.4
 Scala,2019,17995,Automatic,3200,Petrol,47.1,1.0
 Octavia,2019,21298,Semi-Auto,10,Diesel,53.3,2.0
 Octavia,2019,20298,Semi-Auto,10,Diesel,54.3,2.0
 Octavia,2019,19998,Semi-Auto,10,Diesel,53.3,2.0
 Kodiaq,2019,21798,Automatic,15113,Petrol,34.0,1.5
 Kodiaq,2019,25998,Manual,2525,Diesel,52.3,2.0
 Octavia,2019,23998,Semi-Auto,10,Petrol,47.9,2.0
 Octavia,2015,12798,Manual,40771,Diesel,61.4,2.0
 Octavia,2019,11991,Manual,8160,Petrol,60.1,1.0
 Octavia,2019,16491,Automatic,6983,Petrol,47.9,2.0
 Yeti Outdoor,2017,12298,Manual,31654,Diesel,62.8,2.0
 Citigo,2017,6895,Manual,22661,Petrol,68.9,1.0
 Fabia,2015,7500,Manual,20000,Petrol,60.1,1.2
 Karoq,2018,18990,Automatic,9298,Petrol,50.4,1.5
 Citigo,2017,6871,Manual,25000,Petrol,62.8,1.0
 Octavia,2015,12695,Manual,33596,Diesel,61.4,2.0
 Octavia,2017,11300,Semi-Auto,34114,Petrol,58.9,1.4
 Fabia,2019,12698,Manual,3102,Petrol,61.4,1.0
 Kodiaq,2019,21798,Automatic,14815,Petrol,34.0,1.5
 Octavia,2019,13398,Manual,14167,Petrol,60.1,1.0
 Fabia,2019,8898,Manual,10621,Petrol,57.7,1.0
 Octavia,2019,13498,Semi-Auto,14168,Diesel,72.4,1.6
 Superb,2019,17498,Semi-Auto,15676,Petrol,36.7,1.5
 Octavia,2019,14898,Semi-Auto,14457,Diesel,70.6,1.6
 Octavia,2019,19698,Semi-Auto,10,Petrol,47.9,2.0
 Kodiaq,2019,25998,Automatic,4853,Petrol,34.0,1.5
 Superb,2019,19998,Semi-Auto,3648,Petrol,36.7,1.5
 Fabia,2019,12998,Manual,2423,Petrol,60.1,1.0
 Octavia,2019,22698,Semi-Auto,50,Diesel,64.2,2.0
 Superb,2019,18698,Semi-Auto,10,Diesel,62.8,2.0
 Fabia,2019,14298,Manual,20,Petrol,51.4,1.0
 Karoq,2019,24491,Automatic,4396,Diesel,42.8,2.0
 Superb,2020,21991,Semi-Auto,499,Petrol,41.5,1.5
 Kamiq,2020,20991,Manual,1000,Petrol,46.3,1.5
 Superb,2020,30991,Semi-Auto,10,Petrol,38.7,2.0
 Scala,2020,15991,Manual,1000,Petrol,49.6,1.0
 Scala,2020,18750,Manual,10,Petrol,49.6,1.0
 Octavia,2017,15991,Semi-Auto,24334,Petrol,42.8,2.0
 Superb,2019,25991,Automatic,4445,Diesel,47.1,2.0
 Kodiaq,2019,22998,Manual,7954,Diesel,52.3,2.0
 Octavia,2018,12198,Manual,11358,Diesel,68.9,1.6
 Superb,2016,10298,Manual,68160,Diesel,67.3,1.6
 Kodiaq,2017,19998,Automatic,18989,Diesel,56.5,2.0
 Octavia,2017,10798,Manual,38748,Petrol,54.3,1.4
 Octavia,2017,10998,Semi-Auto,21015,Petrol,62.8,1.0
 Fabia,2016,7990,Manual,45374,Diesel,78.5,1.4
 Fabia,2014,5495,Manual,26561,Diesel,83.1,1.2
 Citigo,2018,6995,Manual,10981,Petrol,64.2,1.0
 Octavia,2018,12495,Manual,15188,Petrol,58.9,1.0
 Yeti Outdoor,2016,10995,Manual,13502,Petrol,51.4,1.2
 Fabia,2018,8295,Manual,39132,Petrol,57.7,1.0
 Fabia,2019,15995,Manual,5112,Petrol,60.1,1.0
 Fabia,2019,9995,Manual,11125,Petrol,57.7,1.0
 Octavia,2016,10998,Manual,29031,Petrol,55.4,1.4
 Superb,2019,19798,Semi-Auto,8313,Petrol,36.7,1.5
 Scala,2019,14798,Manual,1274,Petrol,50.4,1.0
 Fabia,2017,6698,Manual,19165,Petrol,57.7,1.0
 Superb,2016,16998,Manual,26723,Diesel,67.3,2.0
 Superb,2018,18698,Manual,4578,Petrol,40.9,1.5
 Karoq,2018,17298,Manual,14098,Diesel,61.4,1.6
 Kodiaq,2019,21798,Automatic,14304,Petrol,34.0,1.5
 Superb,2019,23995,Automatic,5938,Diesel,62.8,2.0
 Superb,2019,23495,Automatic,8405,Diesel,62.8,2.0
 Superb,2019,24495,Semi-Auto,100,Diesel,62.8,2.0
 Superb,2019,23995,Automatic,7066,Diesel,62.8,2.0
 Octavia,2019,13398,Manual,14169,Petrol,60.1,1.0
 Fabia,2019,8898,Manual,14010,Petrol,57.7,1.0
 Octavia,2019,12998,Manual,14379,Diesel,68.9,1.6
 Octavia,2019,13798,Semi-Auto,12311,Diesel,72.4,1.6
 Octavia,2019,13398,Manual,12174,Petrol,60.1,1.0
 Octavia,2019,12998,Manual,13680,Diesel,68.9,1.6
 Octavia,2019,13898,Semi-Auto,15192,Petrol,61.4,1.0
 Octavia,2015,12498,Manual,49656,Diesel,61.4,2.0
 Kamiq,2019,20495,Manual,2883,Petrol,47.1,1.0
 Fabia,2019,13995,Manual,1266,Petrol,52.3,1.0
 Citigo,2016,11485,Manual,43414,Petrol,62.8,1.0
 Superb,2016,11998,Manual,43169,Diesel,68.9,2.0
 Fabia,2017,9030,Manual,16246,Petrol,60.1,1.2
 Citigo,2018,7190,Manual,18700,Petrol,64.2,1.0
 Octavia,2019,15324,Manual,4514,Diesel,56.5,1.6
 Karoq,2019,22812,Automatic,7241,Petrol,40.9,1.5
 Superb,2019,17221,Automatic,5869,Petrol,36.7,1.5
 Kodiaq,2019,25995,Manual,2651,Diesel,52.3,2.0
 Kamiq,2019,20390,Semi-Auto,10,Petrol,44.1,1.5
 Octavia,2017,15620,Semi-Auto,19555,Diesel,60.1,2.0
 Scala,2019,14928,Manual,6251,Petrol,49.6,1.0
 Kodiaq,2019,31958,Automatic,8861,Diesel,37.2,2.0
 Octavia,2019,20749,Manual,522,Petrol,36.7,2.0
 Yeti Outdoor,2017,13999,Manual,16456,Petrol,51.4,1.2
 Citigo,2017,6795,Manual,14740,Petrol,64.2,1.0
 Rapid,2017,8995,Manual,26858,Diesel,74.3,1.4
 Octavia,2018,18995,Manual,17920,Petrol,42.8,2.0
 Fabia,2016,5700,Manual,22078,Petrol,60.1,1.0
 Fabia,2016,6200,Manual,16384,Petrol,60.1,1.0
 Citigo,2016,5995,Manual,38581,Petrol,62.8,1.0
 Rapid,2017,9445,Semi-Auto,25274,Diesel,74.3,1.4
 Karoq,2018,17245,Manual,6464,Diesel,61.4,1.6
 Fabia,2019,13695,Manual,727,Petrol,61.4,1.0
 Octavia,2019,16995,Manual,28,Diesel,67.3,1.6
 Octavia,2019,20995,Manual,5797,Diesel,62.8,2.0
 Fabia,2017,6495,Manual,14452,Petrol,60.1,1.0
 Superb,2020,25895,Automatic,3463,Diesel,61.4,2.0
 Fabia,2017,6395,Manual,20061,Petrol,60.1,1.0
 Superb,2017,16995,Manual,21915,Diesel,67.3,2.0
 Yeti Outdoor,2016,11495,Manual,23373,Diesel,62.8,2.0
 Octavia,2018,12995,Manual,22147,Diesel,68.9,1.6
 Octavia,2016,14995,Manual,22620,Diesel,62.8,2.0
 Superb,2016,17395,Manual,21753,Diesel,68.9,2.0
 Superb,2017,14295,Semi-Auto,43839,Diesel,62.8,2.0
 Citigo,2017,6595,Manual,15669,Petrol,64.2,1.0
 Karoq,2019,18995,Manual,1970,Petrol,44.1,1.0
 Superb,2019,21445,Semi-Auto,19,Diesel,62.8,2.0
 Rapid,2018,9895,Manual,18577,Petrol,61.4,1.0
 Octavia,2019,13995,Manual,14321,Diesel,68.9,1.6
 Superb,2019,21495,Manual,6104,Diesel,64.2,2.0
 Scala,2019,15795,Manual,4352,Petrol,49.6,1.0
 Octavia,2019,21995,Manual,16,Diesel,62.8,2.0
 Karoq,2019,20445,Manual,1290,Petrol,52.3,1.5
 Fabia,2019,15995,Manual,503,Petrol,60.1,1.0
 Fabia,2019,11995,Manual,18,Petrol,57.7,1.0
 Octavia,2019,16995,Manual,24,Diesel,68.9,1.6
 Superb,2019,19995,Automatic,2175,Petrol,36.7,1.5
 Octavia,2016,8795,Manual,50824,Diesel,74.3,1.6
 Fabia,2018,6995,Manual,28676,Petrol,57.7,1.0
 Fabia,2018,6995,Manual,21764,Petrol,57.7,1.0
 Fabia,2018,7990,Manual,15307,Petrol,57.7,1.0
 Fabia,2018,6770,Manual,22764,Petrol,57.7,1.0
 Octavia,2019,14495,Manual,13901,Petrol,55.4,1.5
 Rapid,2018,9895,Manual,16450,Petrol,61.4,1.0
 Octavia,2017,9695,Manual,44714,Petrol,58.9,1.0
 Octavia,2019,14555,Manual,14328,Diesel,68.9,1.6
 Yeti Outdoor,2016,9445,Manual,34685,Petrol,51.4,1.2
 Citigo,2016,5695,Manual,30728,Petrol,62.8,1.0
 Fabia,2016,6445,Manual,9602,Petrol,60.1,1.0
 Fabia,2016,6245,Manual,14057,Petrol,60.1,1.0
 Fabia,2016,6595,Manual,27873,Petrol,58.8,1.0
 Superb,2019,20995,Manual,5378,Diesel,65.7,2.0
 Fabia,2016,7995,Manual,29668,Petrol,60.1,1.2
 Octavia,2017,9495,Manual,43457,Petrol,55.4,1.4
 Citigo,2016,6250,Manual,13760,Petrol,62.8,1.0
 Citigo,2016,6750,Manual,25856,Petrol,62.8,1.0
 Fabia,2017,5750,Manual,34331,Petrol,60.1,1.0
 Octavia,2017,13850,Manual,43407,Diesel,70.6,2.0
 Fabia,2018,8515,Manual,30399,Petrol,57.7,1.0
 Fabia,2019,8469,Manual,10444,Petrol,57.7,1.0
 Octavia,2019,14150,Manual,3138,Diesel,68.9,1.6
 Superb,2017,16000,Semi-Auto,45190,Diesel,61.4,2.0
 Octavia,2019,15495,Manual,8897,Petrol,55.4,1.5
 Superb,2019,21645,Manual,2783,Petrol,40.9,1.5
 Octavia,2019,15495,Manual,6925,Petrol,55.4,1.5
 Yeti Outdoor,2017,11995,Manual,27926,Diesel,62.8,2.0
 Citigo,2017,6395,Manual,30894,Petrol,64.2,1.0
 Fabia,2017,6345,Manual,19264,Petrol,60.1,1.0
 Superb,2017,13498,Semi-Auto,48180,Diesel,61.4,2.0
 Octavia,2017,12998,Semi-Auto,26346,Petrol,57.7,1.4
 Superb,2016,14498,Semi-Auto,33638,Diesel,61.4,2.0
 Fabia,2016,8498,Manual,35201,Petrol,60.1,1.2
 Octavia,2014,8998,Manual,64551,Diesel,74.3,1.6
 Yeti Outdoor,2017,14188,Semi-Auto,9871,Petrol,51.4,1.2
 Fabia,2016,8579,Manual,31178,Petrol,60.1,1.2
 Superb,2016,10798,Manual,85360,Diesel,76.4,1.6
 Octavia,2018,12998,Manual,28386,Diesel,67.3,1.6
 Yeti Outdoor,2017,12295,Semi-Auto,26914,Petrol,51.4,1.2
 Citigo,2013,4495,Manual,34331,Petrol,68.9,1.0
 Fabia,2017,8495,Manual,28106,Petrol,64.2,1.0
 Kodiaq,2017,15998,Manual,72042,Diesel,51.4,2.0
 Superb,2018,13298,Semi-Auto,55483,Diesel,67.3,1.6
 Yeti Outdoor,2017,12298,Semi-Auto,28541,Petrol,51.4,1.2
 Octavia,2017,15995,Semi-Auto,27988,Diesel,60.1,2.0
 Superb,2019,17698,Manual,19368,Diesel,65.7,2.0
 Octavia,2019,13998,Manual,14380,Diesel,68.9,1.6
 Roomster,2013,5495,Manual,28131,Petrol,49.6,1.2
 Superb,2019,18995,Semi-Auto,13456,Diesel,62.8,2.0
 Fabia,2018,7995,Manual,14406,Petrol,57.7,1.0
 Fabia,2018,7995,Manual,12640,Petrol,57.7,1.0
 Fabia,2018,7495,Manual,16023,Petrol,57.7,1.0
 Superb,2018,19995,Semi-Auto,5045,Petrol,36.7,1.5
 Fabia,2016,6495,Manual,26008,Petrol,60.1,1.0
 Octavia,2013,6995,Semi-Auto,68472,Diesel,45.6,2.0
 Fabia,2016,6495,Manual,22011,Petrol,60.1,1.0
 Fabia,2017,5995,Manual,26000,Petrol,57.7,1.0
 Superb,2017,18495,Manual,19853,Diesel,67.3,2.0
 Karoq,2018,17245,Manual,812,Diesel,62.8,1.6
 Citigo,2016,5945,Manual,22444,Petrol,62.8,1.0
 Superb,2017,14495,Semi-Auto,57506,Diesel,58.9,2.0
 Kodiaq,2018,20995,Manual,19148,Diesel,52.3,2.0
 Superb,2017,14195,Manual,42628,Diesel,68.9,2.0
 Superb,2019,21495,Automatic,8814,Petrol,41.5,1.5
 Superb,2019,31490,Automatic,2512,Diesel,47.1,2.0
 Kamiq,2020,17495,Manual,1000,Petrol,47.9,1.0
 Octavia,2017,10995,Manual,54331,Diesel,70.6,2.0
 Karoq,2018,16985,Manual,19169,Petrol,40.4,1.0
 Octavia,2019,15995,Manual,2620,Petrol,58.9,1.0
 Fabia,2018,6995,Manual,30737,Petrol,57.7,1.0
 Fabia,2018,6995,Manual,33219,Petrol,57.7,1.0
 Fabia,2018,6995,Manual,29111,Petrol,57.7,1.0
 Fabia,2018,6995,Manual,31195,Petrol,57.7,1.0
 Superb,2017,13490,Manual,42033,Diesel,76.4,1.6
 Karoq,2018,15995,Manual,18417,Petrol,53.3,1.0
 Fabia,2018,7495,Manual,6166,Petrol,57.7,1.0
 Fabia,2018,6495,Manual,12336,Petrol,57.7,1.0
 Octavia,2017,9990,Manual,36877,Diesel,74.3,1.6
 Octavia,2017,10990,Semi-Auto,44285,Petrol,56.5,1.4
 Superb,2016,15995,Semi-Auto,47850,Diesel,60.1,2.0
 Fabia,2017,9495,Manual,22049,Petrol,58.9,1.2
 Rapid,2016,6995,Manual,42379,Petrol,60.1,1.2
 Octavia,2017,12995,Manual,18803,Petrol,54.3,1.4
 Fabia,2016,8695,Manual,25029,Petrol,60.1,1.2
 Citigo,2016,5995,Manual,26349,Petrol,62.8,1.0
 Citigo,2016,6295,Manual,17368,Petrol,62.8,1.0
 Fabia,2017,8985,Manual,31163,Petrol,60.1,1.2
 Citigo,2014,4999,Manual,30100,Petrol,68.9,1.0
 Superb,2016,19995,Semi-Auto,5815,Petrol,39.8,2.0
 Fabia,2017,9495,Manual,22049,Petrol,58.9,1.2
 Octavia,2019,13995,Manual,13815,Petrol,60.1,1.0
 Kodiaq,2019,24995,Automatic,14413,Diesel,49.6,2.0
 Kodiaq,2019,31995,Automatic,3749,Petrol,31.4,2.0
 Kodiaq,2019,28621,Automatic,4774,Diesel,37.2,2.0
 Octavia,2017,10519,Manual,24377,Petrol,58.9,1.0
 Yeti Outdoor,2017,15098,Semi-Auto,16430,Petrol,51.4,1.2
 Fabia,2016,5297,Manual,47825,Petrol,60.1,1.0
 Fabia,2018,8780,Manual,27288,Petrol,64.2,1.0
 Kamiq,2019,21995,Semi-Auto,950,Petrol,45.6,1.0
 Superb,2019,22688,Semi-Auto,4244,Diesel,47.9,1.6
 Fabia,2017,9338,Manual,13518,Petrol,64.2,1.0
 Fabia,2019,13995,Manual,2354,Petrol,51.4,1.0
 Octavia,2016,10962,Semi-Auto,13568,Diesel,76.4,1.6
 Fabia,2019,8490,Manual,6518,Petrol,57.7,1.0
 Octavia,2019,13990,Manual,14122,Diesel,67.3,1.6
 Octavia,2017,16695,Semi-Auto,20541,Diesel,58.9,2.0
 Octavia,2019,14995,Manual,13389,Petrol,55.4,1.5
 Superb,2019,16990,Semi-Auto,16956,Diesel,62.8,2.0
 Octavia,2019,12990,Manual,13349,Petrol,60.1,1.0
 Octavia,2019,12490,Manual,14666,Diesel,68.9,1.6
 Roomster,2013,5495,Manual,28131,Petrol,49.6,1.2
 Citigo,2015,5990,Manual,15183,Petrol,62.8,1.0
 Fabia,2018,6490,Manual,11123,Petrol,57.7,1.0
 Fabia,2016,8250,Manual,27794,Petrol,58.9,1.2
 Yeti Outdoor,2016,9350,Manual,22343,Petrol,51.4,1.2
 Rapid,2016,8295,Manual,14474,Petrol,57.7,1.2
 Kodiaq,2017,19790,Manual,28259,Diesel,51.4,2.0
 Kodiaq,2017,22490,Automatic,8744,Petrol,39.8,1.4
 Superb,2016,10990,Manual,35017,Diesel,68.9,1.6
 Superb,2017,12490,Semi-Auto,41755,Diesel,70.6,1.6
 Citigo,2017,6390,Manual,20200,Petrol,64.2,1.0
 Karoq,2019,18490,Manual,6688,Diesel,47.1,2.0
 Octavia,2017,10975,Semi-Auto,31283,Diesel,76.4,1.6
 Superb,2017,14490,Manual,47457,Diesel,68.9,2.0
